,Unnamed: 0,lemma,word_form,word_number,n_tokens,tokenization_type,verb_probs,article_number,verb_number,verb,affix,sentence,model_token_inputs,source,surprisal,surprisal_shift,log_odds
227,227,tentativa,tentativa##s,plur,3,artificial,0.0083883246406912,plural,plural,son,s,[MASK] tentativa##s [MASK],"[CLS] , [MASK] , tenta , ##tiva , ##s , [MASK] , [SEP]",non_morphemic,4.780914463700075,-2.147390916380872,2.147390916380948
229,229,cobrizo,cobrizo,sing,2,default,0.0007679377449676,plural,plural,son,s,[MASK] cobrizo [MASK],"[CLS] , [MASK] , cobr , ##izo , [MASK] , [SEP]",non_morphemic,7.171801889342294,2.4974594672688992,-2.4974594672689463
231,231,cobrizo,cobrizos,plur,2,default,0.0071464036591351,plural,plural,son,s,[MASK] cobrizos [MASK],"[CLS] , [MASK] , cobr , ##izos , [MASK] , [SEP]",non_morphemic,4.941146033551826,-2.489877252552694,2.489877252552828
233,233,cobrizo,cobrizo##s,plur,3,artificial,0.0093919588252902,plural,plural,son,s,[MASK] cobrizo##s [MASK],"[CLS] , [MASK] , cobr , ##izo , ##s , [MASK] , [SEP]",non_morphemic,4.667901399925363,-2.459489836229582,2.4594898362296984
235,235,peculiaridad,peculiaridad,sing,2,default,0.0010204124264419,plural,plural,son,es,[MASK] peculiaridad [MASK],"[CLS] , [MASK] , peculiar , ##idad , [MASK] , [SEP]",non_morphemic,6.887548393760276,2.310885438332985,-2.31088543833299
237,237,peculiaridad,peculiaridades,plur,2,default,0.005449247546494,plural,plural,son,es,[MASK] peculiaridades [MASK],"[CLS] , [MASK] , peculiar , ##idades , [MASK] , [SEP]",non_morphemic,5.2122777447023,-2.7918057561668164,2.7918057561668914
239,239,peculiaridad,peculiaridad##es,plur,3,artificial,0.0052174129523336,plural,plural,son,es,[MASK] peculiaridad##es [MASK],"[CLS] , [MASK] , peculiar , ##idad , ##es , [MASK] , [SEP]",non_morphemic,5.255753602940558,-2.835443850945076,2.835443850945196
241,241,tirio,tirio,sing,2,default,0.0006253141909837,plural,plural,son,s,[MASK] tirio [MASK],"[CLS] , [MASK] , tir , ##io , [MASK] , [SEP]",non_morphemic,7.377256328967953,2.911339779945889,-2.911339779946002
243,243,tirio,tirios,plur,2,default,0.0078432047739624,plural,plural,son,s,[MASK] tirios [MASK],"[CLS] , [MASK] , tir , ##ios , [MASK] , [SEP]",non_morphemic,4.848107755955317,-1.013432983906351,1.0134329839063714
245,245,tirio,tirio##s,plur,3,artificial,0.0077181006781756,plural,plural,son,s,[MASK] tirio##s [MASK],"[CLS] , [MASK] , tir , ##io , ##s , [MASK] , [SEP]",non_morphemic,4.864186971357894,-0.25506210331518187,0.2550621033151765
247,247,manco,manco,sing,2,default,0.0010497533949092,plural,plural,son,s,[MASK] manco [MASK],"[CLS] , [MASK] , man , ##co , [MASK] , [SEP]",non_morphemic,6.859200004388337,2.7039612951339693,-2.7039612951339653
249,249,manco,mancos,plur,2,default,0.0253133997321128,plural,plural,son,s,[MASK] mancos [MASK],"[CLS] , [MASK] , man , ##cos , [MASK] , [SEP]",non_morphemic,3.6764213897747258,-2.23825646973879,2.23825646973882
251,251,manco,manco##s,plur,3,artificial,0.0228915158659219,plural,plural,son,s,[MASK] manco##s [MASK],"[CLS] , [MASK] , man , ##co , ##s , [MASK] , [SEP]",non_morphemic,3.776988923273193,-1.89006619940977,1.8900661994097872
253,253,párpado,párpado,sing,2,default,0.0002358382334932,plural,plural,son,s,[MASK] párpado [MASK],"[CLS] , [MASK] , pár , ##pado , [MASK] , [SEP]",non_morphemic,8.352364439267523,2.154217718615283,-2.1542177186155618
255,255,párpado,párpados,plur,2,default,0.0020282191690057,plural,plural,son,s,[MASK] párpados [MASK],"[CLS] , [MASK] , pár , ##pados , [MASK] , [SEP]",non_morphemic,6.200597127590655,-1.604348079565293,1.604348079565498
257,257,párpado,párpado##s,plur,3,artificial,0.003180744126439,plural,plural,son,s,[MASK] párpado##s [MASK],"[CLS] , [MASK] , pár , ##pado , ##s , [MASK] , [SEP]",non_morphemic,5.750640107539383,-1.3300023238547887,1.3300023238548464
259,259,ratita,ratita,sing,2,default,0.00026332604466,plural,plural,son,s,[MASK] ratita [MASK],"[CLS] , [MASK] , ra , ##tita , [MASK] , [SEP]",non_morphemic,8.24211758006047,3.4452123178367353,-3.4452123178369596
261,261,ratita,ratitas,plur,2,default,0.0067440057173371,plural,plural,son,s,[MASK] ratitas [MASK],"[CLS] , [MASK] , ra , ##titas , [MASK] , [SEP]",non_morphemic,4.999101210516463,-1.5952529803405335,1.595252980340549
263,263,ratita,ratita##s,plur,3,artificial,0.0050165825523436,plural,plural,son,s,[MASK] ratita##s [MASK],"[CLS] , [MASK] , ra , ##tita , ##s , [MASK] , [SEP]",non_morphemic,5.295006343570625,-0.8674011577089988,0.8674011577090311
265,265,cloaca,cloaca,sing,2,default,0.0006983024650253,plural,plural,son,s,[MASK] cloaca [MASK],"[CLS] , [MASK] , clo , ##aca , [MASK] , [SEP]",non_morphemic,7.2668582180808015,3.007728157843877,-3.0077281578439234
267,267,cloaca,cloacas,plur,2,default,0.0210689436644315,plural,plural,son,s,[MASK] cloacas [MASK],"[CLS] , [MASK] , clo , ##acas , [MASK] , [SEP]",non_morphemic,3.859955187001293,-2.0826039094605253,2.0826039094605573
269,269,cloaca,cloaca##s,plur,3,artificial,0.0133606465533375,plural,plural,son,s,[MASK] cloaca##s [MASK],"[CLS] , [MASK] , clo , ##aca , ##s , [MASK] , [SEP]",non_morphemic,4.315441717333727,-1.632386661351199,1.6323866613512132
271,271,canario,canario,sing,2,default,0.0002282760688103,plural,plural,son,s,[MASK] canario [MASK],"[CLS] , [MASK] , can , ##ario , [MASK] , [SEP]",non_morphemic,8.384954833355327,2.5691685963088933,-2.5691685963091997
273,273,canario,canarios,plur,2,default,0.0073978696018457,plural,plural,son,s,[MASK] canarios [MASK],"[CLS] , [MASK] , can , ##arios , [MASK] , [SEP]",non_morphemic,4.906563211863235,-2.627339380179408,2.6273393801795515
275,275,canario,canario##s,plur,3,artificial,0.0080350833013653,plural,plural,son,s,[MASK] canario##s [MASK],"[CLS] , [MASK] , can , ##ario , ##s , [MASK] , [SEP]",non_morphemic,4.823937912532727,-2.2507634818574704,2.2507634818575295
277,277,acierto,acierto,sing,2,default,0.0015837155515328,plural,plural,son,s,[MASK] acierto [MASK],"[CLS] , [MASK] , aci , ##erto , [MASK] , [SEP]",non_morphemic,6.447981577768135,1.7577309261676515,-1.757730926167648
279,279,acierto,aciertos,plur,2,default,0.0112779950723052,plural,plural,son,s,[MASK] aciertos [MASK],"[CLS] , [MASK] , aci , ##ertos , [MASK] , [SEP]",non_morphemic,4.484901790527088,-2.2829723824392643,2.2829723824392896
281,281,acierto,acierto##s,plur,3,artificial,0.0094927698373794,plural,plural,son,s,[MASK] acierto##s [MASK],"[CLS] , [MASK] , aci , ##erto , ##s , [MASK] , [SEP]",non_morphemic,4.657224839885783,-1.5990611151807999,1.5990611151808278
283,283,arenal,arenal,sing,2,default,0.0004232915234751,plural,plural,son,es,[MASK] arenal [MASK],"[CLS] , [MASK] , arena , ##l , [MASK] , [SEP]",non_morphemic,7.767449435501587,2.509824713029235,-2.5098247130294653
285,285,arenal,arenales,plur,2,default,0.0050811278633773,plural,plural,son,es,[MASK] arenales [MASK],"[CLS] , [MASK] , arena , ##les , [MASK] , [SEP]",non_morphemic,5.282222021684748,-2.1630139184624646,2.1630139184625663
287,287,arenal,arenal##es,plur,3,artificial,0.0083353165537118,plural,plural,son,es,[MASK] arenal##es [MASK],"[CLS] , [MASK] , arena , ##l , ##es , [MASK] , [SEP]",non_morphemic,4.787253784650901,-1.930864784833056,1.9308647848330487
289,289,vereda,vereda,sing,2,default,0.0001543804246466,plural,plural,son,s,[MASK] vereda [MASK],"[CLS] , [MASK] , ver , ##eda , [MASK] , [SEP]",non_morphemic,8.77609071178784,2.8979811737390513,-2.8979811737394243
291,291,vereda,veredas,plur,2,default,0.0071817399002611,plural,plural,son,s,[MASK] veredas [MASK],"[CLS] , [MASK] , ver , ##edas , [MASK] , [SEP]",non_morphemic,4.936213599336527,-2.7865433549426486,2.786543354942681
293,293,vereda,vereda##s,plur,3,artificial,0.0071349614299833,plural,plural,son,s,[MASK] vereda##s [MASK],"[CLS] , [MASK] , ver , ##eda , ##s , [MASK] , [SEP]",non_morphemic,4.9427484338166,-2.340930910715664,2.340930910715772
295,295,choza,choza,sing,2,default,0.0004776575078722,plural,plural,son,s,[MASK] choza [MASK],"[CLS] , [MASK] , cho , ##za , [MASK] , [SEP]",non_morphemic,7.646616593016907,2.7740978630488495,-2.7740978630488633
297,297,choza,chozas,plur,2,default,0.0072831767611205,plural,plural,son,s,[MASK] chozas [MASK],"[CLS] , [MASK] , cho , ##zas , [MASK] , [SEP]",non_morphemic,4.922188143668704,-2.705296025764782,2.7052960257648695
299,299,choza,choza##s,plur,3,artificial,0.0064987153746187,plural,plural,son,s,[MASK] choza##s [MASK],"[CLS] , [MASK] , cho , ##za , ##s , [MASK] , [SEP]",non_morphemic,5.036150756286887,-2.2758560499788363,2.2758560499788425
301,301,calleja,calleja,sing,2,default,0.0002745769743341,plural,plural,son,s,[MASK] calleja [MASK],"[CLS] , [MASK] , calle , ##ja , [MASK] , [SEP]",non_morphemic,8.200278919806037,3.4572558380167155,-3.457255838017059
303,303,calleja,callejas,plur,2,default,0.008165999315679,plural,plural,son,s,[MASK] callejas [MASK],"[CLS] , [MASK] , calle , ##jas , [MASK] , [SEP]",non_morphemic,4.807776169885996,-1.6899649102323702,1.6899649102323644
305,305,calleja,calleja##s,plur,3,artificial,0.006206034682691,plural,plural,son,s,[MASK] calleja##s [MASK],"[CLS] , [MASK] , calle , ##ja , ##s , [MASK] , [SEP]",non_morphemic,5.082233124397427,-1.7189121300421375,1.7189121300421635
307,307,suburbio,suburbio,sing,3,default,0.0013434188440442,plural,plural,son,s,[MASK] suburbio [MASK],"[CLS] , [MASK] , sub , ##ur , ##bio , [MASK] , [SEP]",non_morphemic,6.612537538101551,3.447722981079872,-3.447722981079878
309,309,suburbio,suburbios,plur,2,default,0.0175610836595296,plural,plural,son,s,[MASK] suburbios [MASK],"[CLS] , [MASK] , sub , ##urbios , [MASK] , [SEP]",non_morphemic,4.042069980860943,-2.727784064444995,2.7277840644449975
311,311,suburbio,suburbio##s,plur,4,artificial,0.0141416378319263,plural,plural,son,s,[MASK] suburbio##s [MASK],"[CLS] , [MASK] , sub , ##ur , ##bio , ##s , [MASK] , [SEP]",non_morphemic,4.258631795523691,-4.581426622895785,4.581426622896037
313,313,linde,linde,sing,2,default,0.0005273054121062,plural,plural,son,s,[MASK] linde [MASK],"[CLS] , [MASK] , lin , ##de , [MASK] , [SEP]",non_morphemic,7.547730647672034,2.9124674088473537,-2.912467408847376
315,315,linde,lindes,plur,2,default,0.0147508094087243,plural,plural,son,s,[MASK] lindes [MASK],"[CLS] , [MASK] , lin , ##des , [MASK] , [SEP]",non_morphemic,4.216457322534145,-2.7521300698789855,2.7521300698790845
317,317,linde,linde##s,plur,3,artificial,0.0098246959969401,plural,plural,son,s,[MASK] linde##s [MASK],"[CLS] , [MASK] , lin , ##de , ##s , [MASK] , [SEP]",non_morphemic,4.622856063492782,-0.4387669829734717,0.4387669829734735
319,319,noticiario,noticiario,sing,2,default,0.0003742792760021,plural,plural,son,s,[MASK] noticiario [MASK],"[CLS] , [MASK] , noticia , ##rio , [MASK] , [SEP]",non_morphemic,7.890508311933236,3.2590003308048034,-3.259000330805066
321,321,noticiario,noticiarios,plur,2,default,0.0087347496300935,plural,plural,son,s,[MASK] noticiarios [MASK],"[CLS] , [MASK] , noticia , ##rios , [MASK] , [SEP]",non_morphemic,4.740445998646793,-2.028293056732105,2.028293056732101
323,323,noticiario,noticiario##s,plur,3,artificial,0.0070187943056225,plural,plural,son,s,[MASK] noticiario##s [MASK],"[CLS] , [MASK] , noticia , ##rio , ##s , [MASK] , [SEP]",non_morphemic,4.959163827031182,-1.649343499740275,1.6493434997403287
325,325,ovni,ovni,sing,2,default,0.0018150854157283,plural,plural,son,s,[MASK] ovni [MASK],"[CLS] , [MASK] , ov , ##ni , [MASK] , [SEP]",non_morphemic,6.31162275136528,1.4469462335227083,-1.446946233522752
327,327,ovni,ovnis,plur,2,default,0.0124520128592848,plural,plural,son,s,[MASK] ovnis [MASK],"[CLS] , [MASK] , ov , ##nis , [MASK] , [SEP]",non_morphemic,4.385872993694918,-1.5760254079641127,1.5760254079641445
329,329,ovni,ovni##s,plur,3,artificial,0.0036028414033353,plural,plural,son,s,[MASK] ovni##s [MASK],"[CLS] , [MASK] , ov , ##ni , ##s , [MASK] , [SEP]",non_morphemic,5.62603246613245,-0.13656084966447324,0.1365608496644857
331,331,topónimo,topónimo,sing,2,default,0.0008522000280208,plural,plural,son,s,[MASK] topónimo [MASK],"[CLS] , [MASK] , top , ##ónimo , [MASK] , [SEP]",non_morphemic,7.067689284017814,2.7534894512212453,-2.753489451221347
333,333,topónimo,topónimos,plur,2,default,0.0034612892195582,plural,plural,son,s,[MASK] topónimos [MASK],"[CLS] , [MASK] , top , ##ónimos , [MASK] , [SEP]",non_morphemic,5.666114152504442,-3.2336484447247953,3.2336484447248486
335,335,topónimo,topónimo##s,plur,3,artificial,0.002336372854188,plural,plural,son,s,[MASK] topónimo##s [MASK],"[CLS] , [MASK] , top , ##ónimo , ##s , [MASK] , [SEP]",non_morphemic,6.0591556145147845,-3.3653526422931215,3.3653526422930846
337,337,historieta,historieta,sing,2,default,0.0003052222600672,plural,plural,son,s,[MASK] historieta [MASK],"[CLS] , [MASK] , historie , ##ta , [MASK] , [SEP]",non_morphemic,8.094470325213544,2.8042135554138694,-2.8042135554139915
339,339,historieta,historietas,plur,2,default,0.0022630146704614,plural,plural,son,s,[MASK] historietas [MASK],"[CLS] , [MASK] , historie , ##tas , [MASK] , [SEP]",non_morphemic,6.09105742960256,-1.6765289772239642,1.676528977224028
341,341,historieta,historieta##s,plur,3,artificial,0.0040960074402391,plural,plural,son,s,[MASK] historieta##s [MASK],"[CLS] , [MASK] , historie , ##ta , ##s , [MASK] , [SEP]",non_morphemic,5.497742574781934,-1.1729211609056946,1.172921160905713
343,343,fasto,fasto,sing,2,default,0.0010197389638051,plural,plural,son,s,[MASK] fasto [MASK],"[CLS] , [MASK] , fas , ##to , [MASK] , [SEP]",non_morphemic,6.888208602276614,2.788541301099735,-2.7885413010997704
345,345,fasto,fastos,plur,2,default,0.0182003024965524,plural,plural,son,s,[MASK] fastos [MASK],"[CLS] , [MASK] , fas , ##tos , [MASK] , [SEP]",non_morphemic,4.006317064347813,-2.1612039034181656,2.1612039034181656
347,347,fasto,fasto##s,plur,3,artificial,0.0074980063363909,plural,plural,son,s,[MASK] fasto##s [MASK],"[CLS] , [MASK] , fas , ##to , ##s , [MASK] , [SEP]",non_morphemic,4.893118115591291,-0.2856650021398677,0.28566500213987567
349,349,horca,horca,sing,2,default,0.0014225884806364,plural,plural,son,s,[MASK] horca [MASK],"[CLS] , [MASK] , hor , ##ca , [MASK] , [SEP]",non_morphemic,6.555277193099248,2.653423362536715,-2.653423362536766
351,351,horca,horcas,plur,2,default,0.0179392024874687,plural,plural,son,s,[MASK] horcas [MASK],"[CLS] , [MASK] , hor , ##cas , [MASK] , [SEP]",non_morphemic,4.020766877772797,-2.1080212403102907,2.108021240310313
353,353,horca,horca##s,plur,3,artificial,0.0139669477939605,plural,plural,son,s,[MASK] horca##s [MASK],"[CLS] , [MASK] , hor , ##ca , ##s , [MASK] , [SEP]",non_morphemic,4.2710616124788645,-1.6087546544708324,1.608754654470829
355,355,señorito,señorito,sing,2,default,0.000457478541648,plural,plural,son,s,[MASK] señorito [MASK],"[CLS] , [MASK] , señor , ##ito , [MASK] , [SEP]",non_morphemic,7.689780577850308,2.9991989940397827,-2.9991989940398063
357,357,señorito,señoritos,plur,2,default,0.0118262451142072,plural,plural,son,s,[MASK] señoritos [MASK],"[CLS] , [MASK] , señor , ##itos , [MASK] , [SEP]",non_morphemic,4.437434055076896,-2.0950106760984637,2.0950106760985254
359,359,señorito,señorito##s,plur,3,artificial,0.0167464558035135,plural,plural,son,s,[MASK] señorito##s [MASK],"[CLS] , [MASK] , señor , ##ito , ##s , [MASK] , [SEP]",non_morphemic,4.08956863692028,-1.8630104370753706,1.8630104370753902
361,361,tablao,tablao,sing,2,default,0.0022484750952571,plural,plural,son,s,[MASK] tablao [MASK],"[CLS] , [MASK] , tabla , ##o , [MASK] , [SEP]",non_morphemic,6.097503027973553,2.311953580884959,-2.3119535808849854
363,363,tablao,tablaos,plur,2,default,0.0214094500988721,plural,plural,son,s,[MASK] tablaos [MASK],"[CLS] , [MASK] , tabla , ##os , [MASK] , [SEP]",non_morphemic,3.843922861022762,-2.168275851773726,2.1682758517737617
365,365,tablao,tablao##s,plur,3,artificial,0.0207122191786766,plural,plural,son,s,[MASK] tablao##s [MASK],"[CLS] , [MASK] , tabla , ##o , ##s , [MASK] , [SEP]",non_morphemic,3.87703145438164,-1.373106984552312,1.373106984552316
367,367,bailaor,bailaor,sing,2,default,0.00025207886938,plural,plural,son,es,[MASK] bailaor [MASK],"[CLS] , [MASK] , baila , ##or , [MASK] , [SEP]",non_morphemic,8.285768545688528,2.699887355312301,-2.6998873553125184
369,369,bailaor,bailaores,plur,2,default,0.0075573283247649,plural,plural,son,es,[MASK] bailaores [MASK],"[CLS] , [MASK] , baila , ##ores , [MASK] , [SEP]",non_morphemic,4.885237547444957,-2.3869895932933396,2.386989593293385
371,371,bailaor,bailaor##es,plur,3,artificial,0.0079804668202996,plural,plural,son,es,[MASK] bailaor##es [MASK],"[CLS] , [MASK] , baila , ##or , ##es , [MASK] , [SEP]",non_morphemic,4.8307583704469925,-2.1613072753689178,2.161307275368922
373,373,aviador,aviador,sing,2,default,0.000127186984173,plural,plural,son,es,[MASK] aviador [MASK],"[CLS] , [MASK] , avi , ##ador , [MASK] , [SEP]",non_morphemic,8.969852237977669,3.5445122630406836,-3.5445122630408434
375,375,aviador,aviadores,plur,2,default,0.0132063841447234,plural,plural,son,es,[MASK] aviadores [MASK],"[CLS] , [MASK] , avi , ##adores , [MASK] , [SEP]",non_morphemic,4.327054918981952,-2.267337309865301,2.2673373098653515
377,377,aviador,aviador##es,plur,3,artificial,0.0080594001337885,plural,plural,son,es,[MASK] aviador##es [MASK],"[CLS] , [MASK] , avi , ##ador , ##es , [MASK] , [SEP]",non_morphemic,4.820916150321549,-1.2411837088967062,1.2411837088967186
379,379,figurita,figurita,sing,2,default,0.0002877216029446,plural,plural,son,s,[MASK] figurita [MASK],"[CLS] , [MASK] , figu , ##rita , [MASK] , [SEP]",non_morphemic,8.153517201784137,3.121929644359093,-3.121929644359286
381,381,figurita,figuritas,plur,2,default,0.0058836876414716,plural,plural,son,s,[MASK] figuritas [MASK],"[CLS] , [MASK] , figu , ##ritas , [MASK] , [SEP]",non_morphemic,5.135571563737782,-2.0354294681821337,2.035429468182253
383,383,figurita,figurita##s,plur,3,artificial,0.0043397359549999,plural,plural,son,s,[MASK] figurita##s [MASK],"[CLS] , [MASK] , figu , ##rita , ##s , [MASK] , [SEP]",non_morphemic,5.439941772582412,-1.9885973860621249,1.9885973860622366
385,385,buey,buey,sing,2,default,0.0004837001324631,plural,plural,son,es,[MASK] buey [MASK],"[CLS] , [MASK] , bue , ##y , [MASK] , [SEP]",non_morphemic,7.634045404281482,2.6881709346141536,-2.688170934614203
387,387,buey,bueyes,plur,2,default,0.0119317518547177,plural,plural,son,es,[MASK] bueyes [MASK],"[CLS] , [MASK] , bue , ##yes , [MASK] , [SEP]",non_morphemic,4.428552209166929,-1.8086250888456474,1.8086250888456876
389,389,buey,buey##es,plur,3,artificial,0.0120513122528791,plural,plural,son,es,[MASK] buey##es [MASK],"[CLS] , [MASK] , bue , ##y , ##es , [MASK] , [SEP]",non_morphemic,4.418581724320848,-1.7781349297584361,1.778134929758464
391,391,cáscara,cáscara,sing,2,default,0.0003243018581997,plural,plural,son,s,[MASK] cáscara [MASK],"[CLS] , [MASK] , cás , ##cara , [MASK] , [SEP]",non_morphemic,8.033835814788416,1.998218473041348,-1.9982184730415087
393,393,cáscara,cáscaras,plur,2,default,0.0058807479217648,plural,plural,son,s,[MASK] cáscaras [MASK],"[CLS] , [MASK] , cás , ##caras , [MASK] , [SEP]",non_morphemic,5.136071327581472,-2.122720233375695,2.122720233375818
395,395,cáscara,cáscara##s,plur,3,artificial,0.0029119059909135,plural,plural,son,s,[MASK] cáscara##s [MASK],"[CLS] , [MASK] , cás , ##cara , ##s , [MASK] , [SEP]",non_morphemic,5.838947432508957,-2.0956430302673485,2.095643030267426
397,397,apóstol,apóstol,sing,2,default,0.0003627918777056,plural,plural,son,es,[MASK] apóstol [MASK],"[CLS] , [MASK] , apóst , ##ol , [MASK] , [SEP]",non_morphemic,7.921681227775436,2.7822183255993425,-2.782218325599343
